id,text,createdAt,retweetCount,replyCount,likeCount,quoteCount,viewCount,bookmarkCount,lang,isReply,isQuote,word_count,char_count
2018620329833447654,"Kasihan banget lu🤣🤣
Ngarep DPR RI kompak terima elu, tp yg bakalan siap trm elu itu cuma maksimal 3 partai, lu udh th kan partai mana? 😂",2026-02-03 09:39:25+00:00,0,2,6,0,253,0,in,False,1.0,27,136
1990712468424020240,"Dalam rapat kerja bersama Komisi VII DPR RI pada Senin (17/11/2025), Menteri Pariwisata Widiyanti Putri Wardhana memaparkan agenda penguatan sektor pariwisata melalui pemberdayaan UMKM dan pelaku ekraf. 

Komisi VII memberikan apresiasi, termasuk dorongan untuk mengoptimalkan potensi wisata berbasis komoditas lokal sebagai daya tarik ekonomi.

Agenda program 2026 juga dipresentasikan, meliputi kurasi daya tarik wisata, perluasan program unggulan, di antaranya WIG dan WIW, peningkatan kompetensi tenaga kerja, serta penyusunan pola perjalanan baru yang melibatkan UMKM. 

Langkah ini diharapkan dapat memperkuat ekosistem pariwisata nasional dan membuka peluang lebih besar bagi pelaku UMKM. 🙌🏼

#KemenparRI
#WonderfulIndonesia",2025-11-18 09:23:32+00:00,0,0,2,0,249,0,in,False,,93,731
1999652996599189506,"Anggota Komisi VIII DPR RI dari Fraksi Partai NasDem, Dini Rahmania, menegaskan bahwa kewajiban izin untuk penggalangan dana tidak boleh menghambat bantuan bagi korban bencana.

#HardNews_Viral #NewsOne #CariBeritaditvOne #Nasdem #Sumatra #BencanaAlam #NO3 https://t.co/7Gf9H2oG3D",2025-12-13 01:30:00+00:00,4,1,6,2,2573,0,in,False,,33,280
2000542904876724477,"Fraksi Partai Keadilan Sejahtera (PKS) DPR RI meraih Juara III dalam PR Excellence Awards (PREA) 2025 yang diadakan oleh Perhumas, di bawah kategori Internal PR Program, Subkategori ESG & DEI, melalui program bertajuk “Different Spokesperson, Diversity of Content, One Objectives: #FraksiPKSBicaraBaik”. Program ini berfokus pada penguatan komunikasi inklusif dengan memanfaatkan keragaman Anggota Dewan sebagai juru bicara (diversity of spokesperson) untuk menjembatani jarak dengan publik, terutama Generasi Z dan Milenial, serta didukung oleh program magang InternshiPKS dan optimalisasi kanal digital. 

Sekretaris Fraksi PKS, Ledia Hanifa Amaliah, menyatakan bahwa penghargaan ini menjadi motivasi untuk terus meningkatkan komunikasi publik yang transparan, edukatif, dan inklusif demi menjaga kepercayaan masyarakat.

(1/3)

#fraksipksdprri
#PKSpembelaRakyat
#PKS",2025-12-15 12:26:11+00:00,5,3,11,1,431,0,in,False,,109,869
2037650874777120895,"Anggota Komisi XII DPR RI Ateng Sutisna meminta pemerintah mengkaji ulang wacana penerapan Work From Home (WFH) sebagai upaya menekan konsumsi bahan bakar minyak ( BBM ). Menurutnya, kebijakan tersebut harus didasarkan pada perhitungan yang matang. 

Menurut Ateng, meskipun upaya menekan subsidi energi diperlukan di tengah gejolak harga minyak dan ketidakpastian geopolitik, penerapan WFH satu hari belum tentu efektif menurunkan konsumsi BBM . 

""WFH satu hari belum tentu efektif menurunkan konsumsi BBM. Ada potensi pergeseran aktivitas, dari mobilitas kerja menjadi mobilitas nonesensial,"" ujarnya dalam keterangan tertulis, Jumat (27/3/2026).

Baca selengkapnya di https://t.co/nBbQkrt7lO

#SINDONews #SINDONewscom #SINDNewsBeyondHeadlines #SINDONewsTV #iNewsMediaGroup #BeritaTerkini #DPR #WFH #WorkFromHome #KonsumsiBBM #AtengSutisna",2026-03-27 22:00:00+00:00,0,0,0,0,302,0,in,False,,103,842
2041417003756581013,"Anggota DPR RI Fraksi Partai NasDem, Ratih Megasari Singkarru, mendesak pemerintah daerah memprioritaskan perbaikan infrastruktur jalan dan akses layanan dasar setelah peristiwa seorang ibu melahirkan di tengah keterbatasan arru https://t.co/CUrW9drVDs",2026-04-07 07:25:16+00:00,1,2,0,0,271,0,in,False,,30,252
2002570845626208474,"DPR RI sedang memastikan dan membahas revisi UU tentang Pengembangan dan Penguatan Sektor Keuangan (P2SK), yang saat ini masih dalam tahap pembahasan di parlemen. Revisi ini ditargetkan tuntas pada tahun 2025 dan status terakhir menunjukkan RUU P2SK telah rampung diharmonisasi oleh Badan Legislasi (Baleg) dan siap dibawa ke Rapat Paripurna DPR. 
#revisiP2SK",2025-12-21 02:44:30+00:00,0,138,137,0,649,0,in,False,,52,359
2049475706548306011,"Anggota Komisi XIII DPR RI, H. Muhammad Rofiqi, S.H. , melakukan kunjungan mendadak untuk meninjau langsung operasional Dapur SPPG di Sungai Ulin. Langkah ini diambil guna memastikan bahwa setiap makanan yang diproduksi tidak hanya memenuhi standar gizi, https://t.co/P0VvZHwQ8R",2026-04-29 13:07:40+00:00,2,2,9,0,323,0,in,False,,38,278
2011377871168967115,"BADAN Legislasi (Baleg) DPR RI resmi menyepakati pencantuman Nota Kesepahaman (Memorandum of Understanding) atau Perjanjian Helsinki sebagai bagian dari konsideran dalam revisi Undang-Undang tentang Pemerintahan Aceh (UU PA).

https://t.co/OXsRIUulKy",2026-01-14 10:00:28+00:00,0,0,0,0,153,0,in,False,,29,250
2000844628871053793,"ANGGOTA DPR RI Fraksi Gerindra, Azis Subekti, menyambut baik rencana Presiden  Prabowo Subianto untuk membentuk Satuan Tugas (Satgas) atau Badan  Rehabilitasi dan Rekonstruksi pascabencana di Aceh,

https://t.co/VCXnQ0yfh4",2025-12-16 08:25:08+00:00,2,0,2,1,381,0,in,False,,27,222
2005856724805132579,"Bu @puanmaharani_ri menyampaikan apresiasi atas dukungan Sekretaris Jenderal AIPA, H.E. Ar. Siti Rozaimeriyanty Dato Haji Abdul Rahman dalam menjembatani kerja sama antara DPR-RI dengan parlemen negara-negara anggota ASEAN selama ini.
#puanmaharani https://t.co/kO9KdP6m6j",2025-12-30 04:21:24+00:00,9,0,8,6,2247,3,in,False,,32,272
2029789874484867441,"Momen Ketua DPR RI @puanmaharani_ri menghadiri acara buka puasa bersama yang diselenggarakan oleh DPP Partai Demokrat.

Alhamdulillah. Semoga silaturahmi terus terjaga dengan baik .🙏 https://t.co/ntLrN3kgxP",2026-03-06 05:23:12+00:00,8,0,17,2,1485,0,in,False,,25,206
2002648444943650984,"Bisa jd kasus Linda Susanti bukanlah satu satunya? 
Atau apa yg dialami Linda Dianggap normal?  Sampai pada diam? 
Apalagi statusnya Saksi. 
DPR RI dan Dewas KPK harus bergerak.

Rupiah #Zonaba #ZonaJajan  Roti O Jennie #GMMTVStarlympics2025 #SkyNani #SatuIndonesia #Jichangwook https://t.co/7TfGuK7xbl",2025-12-21 07:52:51+00:00,2,3,4,0,165,0,in,True,,39,302
1993233192548286886,"Wajib Diusut Tuntas! Wakil Ketua DPR RI Sufmi Dasco dan Mantan Kepala BP2MI Benny Ramdhani Diduga Terseret Kasus TPPO Kamboja
https://t.co/9sKR03Uinn",2025-11-25 08:20:00+00:00,3,1,18,0,1255,1,in,False,,21,149
2064241084419727734,"Breaking news!!! DPR RI Fraksi PDI Perjuangan, Pak Sturman: Nggak boleh sepihak, aktivitas transfer data ke luar negeri wajib persetujuan DPR!
#PDIPerjuangan #FraksiPDIPerjuangan #TransferData #KeamananData #Breakingnews https://t.co/9BXF3eElU6",2026-06-09 07:00:00+00:00,0,0,0,0,26,0,in,False,,27,244
1990394313214480582,"Bertemu dan berdiskusi dengan President of the Australian Senate H.E. Mrs. Sue Lines dan Mexican Deputy Speaker, Paulina Rubio Fernández dalam rangkaian MIKTA Speakers’ Consultation.

Ketua DPR RI Puan Maharani menyampaikan bahwa kepemimpinan perempuan di parlemen selalu membawa harapan besar dalam merumuskan kebijakan yang lebih inklusif, sensitif, dan bermanfaat.

Menyala Mbak Puan🔥

Cc.
@puanmaharani_ri",2025-11-17 12:19:18+00:00,21,1,29,0,791,0,in,False,,54,409
2057277070921888198,"La klo ini jelas punya dendam pribadi nih... 
Ga asal siram air keras..
Udh bawa pistol, bawa samurai lagi 😓

Garut dihebohkan dg aksi oknum polisi yang dikabarkan mengamuk dan mencari anggota DPR RI

Please Pak @DivHumas_Polri
Anggotanya ditertibkan..
Jan smp masy yg menertibkan dipidanakan malah 🥱

https://t.co/h9YUJK4aWj",2026-05-21 01:47:30+00:00,44,8,73,2,1627,1,in,False,,48,325
1994711453501460549,"Universitas Negeri Sultan Agung (Unisulla) Semarang memberikan gelar kehormatan Guru Besar (Honoris Causa) kepada Wakil Ketua DPR RI Adies Kadir pada Sabtu (29/11/2025).

👉🏻Baca selengkapnya https://t.co/UrwlICp5Aq

~AM #DPR #Unisulla #GuruBesar https://t.co/lFd1pYYNAf",2025-11-29 10:14:05+00:00,0,3,0,0,2827,0,in,False,,31,269
2064261092008951942,"✍️‼️Sungguh miris, masa depan HIPMI dipertaruhkan, yang mana salah satu kandidat calon ketua umum nomor urut 2 terseret kasus korupsi proyek DJKA.

Dalam persidangan muncul fakta baru yang menyeret nama Ade Jona Prasetyo, Ketua Gerindra Sumatra Utara sekaligus anggota DPR RI. https://t.co/95chwUP3mK",2026-06-09 08:19:31+00:00,30,2,33,0,462,0,in,False,,42,300
1988134794170175623,"Wakil Ketua DPR RI Saan Mustopa mengajak semua masyarakat legawa menerima keputusan pemerintah yang menetapkan gelar pahlawan nasional untuk Presiden ke-2 RI Soeharto, terlepas dari adanya pro dan kontra.

""Jadi, sekali lagi, terlepas dari pro-kontra, tentu ketika pemerintah sudah menetapkan, ya kita semua harus legawa. Pro-kontra berarti sudah selesai dengan diambil putusan tadi,"" kata Saan.

Sumber: https://t.co/smDDRo0DYe

| #Soeharto",2025-11-11 06:40:47+00:00,29,133,76,64,43362,5,in,False,,59,441
2015764363026878537,"Ketua Komisi III DPR RI Habiburokhman menegaskan nilai-nilai reformasi Kepolisian Negara Republik Indonesia (Polri).

Habiburokhman mengatakan, sejak era reformasi, Polri telah mengalami transformasi signifikan yang mencakup berbagai aspek kelembagaan dan kinerja.

Ia merinci tujuh lini transformasi tersebut meliputi kedudukan Polri dalam struktur ketatanegaraan, penguatan fungsi pengawasan, peningkatan akuntabilitas penegakan hukum, perubahan orientasi pemidanaan serta perlindungan dan pengayoman masyarakat, akuntabilitas fungsi pelayanan publik, tata kelola organisasi dan manajemen, hingga penguatan hubungan antarlembaga.

Baca selengkapnya di link berikut https://t.co/SMKi1HqpMK",2026-01-26 12:30:49+00:00,1,0,0,0,296,0,in,False,,77,690
1988892406817939802,"Wakil Ketua Komisi X DPR RI, MY Esti Wijayati merasa geram atas atas pemecatan dua guru SMAN 1 Luwu Utara dari status ASN yang dilakukan oleh Gubernur Sulawesi Selatan (Sulsel).

Dia menilai keputusan dua guru tersebut hanya berupaya menjaga martabat sesama guru, bukan melakukan korupsi.

“Mereka bukan koruptor, mereka hanya berusaha menjaga martabat sesama guru. Hukuman ini tidak adil dan harus segera dicabut,” ujar Esti kepada wartawan, Kamis (13/11).

Simak berita selengkapnya di https://t.co/rYPtUqfKmI
#HardNews_Hukum #NewsOne #CariBeritaditvONe #GubernurSulsel #KasusPemecatanGuru #NO04",2025-11-13 08:51:16+00:00,65,44,276,6,19936,3,in,False,,80,597
2064264721214353563,"Memasuki Agustus 2024, keluarga Afif bersama kuasa hukum mendatangi Komisi III DPR RI untuk menyampaikan langsung berbagai kejanggalan yang mereka nilai belum terjawab.",2026-06-09 08:33:56+00:00,0,1,0,0,7,0,in,True,,23,168
2062807158622933277,"Mantan Bupari Batang Yoyok Riyo Sudibyo, juga Purnawirawan TNI dan sekarang Anggota DPR-RI Komisi II. Sederhana, tegas dan konsisten
-
Bpk Yoyok mengkritik tajam tentang Kopdes MP &amp; MBG.
Soal ompreng saja Import.
Beliau tampaknya cocok untuk jadi calon kuat Gubernur Jateng 2029 https://t.co/Di4fKwsQrj",2026-06-05 08:02:06+00:00,30,0,111,2,12014,10,in,False,,44,306
2014536551641104823,"#Repost @kemenhub151 @djplkemenhub151 
Pada siang ini (20/1), Menteri Perhubungan Dudy Purwagandhi beserta jajaran dan stakeholder terkait menghadiri Rapat Kerja Komisi V DPR RI di Gedung Nusantara, Jakarta. https://t.co/4CWJBA9Yok",2026-01-23 03:11:56+00:00,4,5,7,0,63,0,in,False,,28,231
2018556319649959970,"Nenek Saudah tak kuasa menahan tangis saat menyampaikan permohonannya kepada anggota DPR dalam rapat dengar pendapat umum (RDPU) bersama Komisi XIII DPR RI, Senin (2/2/2026)

Korban penganiayaan penambang tambang ilegal itu meminta agar status sosialnya di masyarakat dipulihkan. https://t.co/7bZb6Dg0th",2026-02-03 05:25:04+00:00,8,0,6,0,375,0,in,False,,39,303
2044865750390002031,"@LambeSahamjja Piye tho mas?wong RI-1  saja persyaratannya cuma ijazah SMA😄
RI Darurat amandemen konstitusi agr mungkinkan NewMPR(5rb angg) dpt memilih RI-1,MA,MK,KPK,JAKSA,TNI,POL
[NewMPR :Akademisi/forum rektor,org profesi/pensiunan,majlis²agama,DPR(20%),Wkl PEMDA,tokoh Adat]
■Pilgub Only",2026-04-16 19:49:21+00:00,1,0,2,0,1765,0,in,True,,29,291
2051991595210469496,"Anggota Komisi VI DPR RI, Dr. Hj. Ida Fauziyah, https://t.co/VqG4TSVUNd, menggelar kegiatan Sosialisasi Empat Pilar MPR RI dengan merangkul ratusan perwakilan pelajar dari seluruh wilayah DKI Jakarta.  https://t.co/9V8gcmzsXN",2026-05-06 11:44:55+00:00,1,1,2,0,105,0,in,False,,28,225
2064966237365661800,@sharpandshark Dpr ri @Gerindra cuma mahir numpuk kekuasaan (loloskan UU multi polisi tni) namun loyo tak kuasa cegah underinvoice yg dilakukan Singapura. Pendidikan anggota DPR RI ne rendah rendah sih or Eon cuy 🤣,2026-06-11 07:01:30+00:00,1,0,1,0,140,0,in,True,,34,214
2024345754421383227,"Wow, Sahroni is back!

Rasanya baru kemarin kita heboh gara-gara ucapan ""mental orang tolol"" yang bikin demo gede dan sanksi MKD 6 bulan penonaktifan, eh sekarang dia sudah resmi kembali jadi Wakil Ketua Komisi III DPR RI dari Fraksi NasDem.

Karena Rusdi Masse mundur pindah ke @psi_id , Fraksi Partai @NasDem ngusulin Sahroni lagi tanggal 12 Februari kemaren.
Rapat aklamasi, Don Dasco setuju.
Selesai.
Walopun sanksi 6 bulan yang jatuh November 2025 itu baru jalan ±3,5 bulan, bodoamat!!!

Etik DPR kok rasanya kayak karet ya?
Bisa ditarik sesuka hati.
Yang penting ada lowongan, fraksi usul, aklamasi, balik lagi.

Politik Undonesia emang never fails to entertain",2026-02-19 04:50:13+00:00,71,64,141,5,8803,6,in,False,,105,667
2046511758550917354,"Ketua DPR RI, Puan Maharani meminta pemerintah memastikan keselamatan WNI di luar negeri, termasuk pasukan TNI, ditengah memanasnya konflik global. Imbauan ini disampaikan menyusul serangkaian serangan terhadap pasukan perdamaian UNIFIL di Lebanon yang menyebabkan prajurit Indonesia gugur dan terluka, Selasa (21/4). 📸Ard
@DPR_RI 

#DPRRI #PuanMaharani #WNI #Luarnegeri #UNIFIL #Lebanon",2026-04-21 08:50:00+00:00,1,9,0,0,344,0,in,False,,49,387
2052306483690524913,"sebagai narasumber pada kegiatan Sosialisasi Pendidikan Pemilih Berkelanjutan yang juga dihadiri Ketua Komisi II DPR RI Muhammad Rifqinizamy Karsayuda di Kabupaten Hulu Sungai Utara, Kalimantan Selatan, Minggu (3/5/2026). 

Simak selengkapnya dalam video ini yaaa 😉

#KPUMelayani",2026-05-07 08:36:10+00:00,0,0,5,0,171,0,in,True,,36,279
1989209899662995738,"Anggota Komisi IX DPR RI Fraksi PKS, Netty Prasetiyani, menyatakan dukungannya terhadap Program Makan Bergizi Gratis (MBG) sebagai investasi jangka panjang bagi generasi masa depan. Dalam RDP bersama Badan Gizi Nasional (BGN), ia menekankan pentingnya penguatan tata kelola serta payung hukum yang kuat agar program ini berkelanjutan lintas pemerintahan dan mampu menjawab kebutuhan gizi anak bangsa.

Netty juga mendorong BGN untuk memperkuat koordinasi dengan pemerintah daerah melalui MoU agar pendistribusian manfaat tidak tumpang tindih. Ia menyoroti realisasi anggaran MBG yang telah mencapai 61,23 persen, sembari mengingatkan pentingnya percepatan penyaluran, khususnya bagi kelompok 3B yaitu ibu hamil, ibu menyusui, dan balita karena berpengaruh besar terhadap upaya penurunan dan pencegahan stunting.

Selain meminta penyederhanaan proses administrasi bagi mitra pelaksana di daerah, Netty menegaskan perlunya digitalisasi dan inovasi dalam pelaksanaan program MBG. Menurutnya, pemanfaatan teknologi dapat meminimalisasi birokrasi, meningkatkan transparansi, dan memastikan bantuan tersalurkan tepat sasaran.

#fraksipksdprri 
#PKSpembelaRakyat 
#PKS",2025-11-14 05:52:52+00:00,6,20,12,0,1071,0,in,False,,146,1161
1991726030554644974,"Lima mahasiswa menguji Undang-Undang MD3 ke Mahkamah Konstitusi, menyoal peluang rakyat bisa memberhentikan anggota DPR RI. Gugatan yang teregister dengan nomor 199/PUU-XXIII/2025 itu dilayangkan sebagai bentuk kepedulian terhadap pengawasan publik atas kinerja wakil rakyat. Ketua Baleg DPR RI Bob Hasan menilai langkah tersebut wajar dan bagian dari dinamika demokrasi. Ia menegaskan bahwa setiap warga negara berhak mengajukan judicial review, dan MK pasti mempertimbangkannya sepanjang berkaitan dengan UUD 1945. Para pemohon menilai celah pengawasan rakyat terhadap DPR perlu diperkuat agar tidak terjadi kebuntuan kontrol politik yang bisa berujung pada kerugian warga, bahkan korban jiwa, sebagaimana mereka sampaikan dalam permohonan ke MK. Namun, seberapa besar urgensinya dan apa implikasinya terhadap desain kelembagaan DPR dan sistem pemilu?

Talk: Direktur Democracy and Electoral Empowerment Partnership (DEEP) Indonesia, Neni Nur Hayati

Stream: https://t.co/OKTXBtQQMT

#E211111",2025-11-21 04:31:04+00:00,0,0,1,0,550,0,in,False,,129,994
1998794823810298333,"Pada Hari Rabu , 10 Desember 2025 Kepala Kejaksaan Negeri Kapuas Hulu Bapak I Ketut Suarbawa, S.H.,M.H., Menghadiri Undangan Rapat Kerja Reses Komisi III DPR RI dalam rangka evaluasi pelaksanaan penegakan hukum terpadu di Provinsi Kalimantan Barat, bertem https://t.co/OCWNFZQb1r",2025-12-10 16:39:56+00:00,0,0,0,0,57,0,in,False,,39,279
2057423745615065136,"Anggota Komisi I DPR RI Mayjen TNI (Purn) TB Hasanuddin meminta pemerintah berhati-hati terkait persetujuan menjadikan Bandara Kertajati di Majalengka, Jawa Barat, sebagai Maintenance, Repair, and Overhaul (MRO) atau pusat perawatan pesawat C-130 Hercules atas usulan Pemerintah Amerika Serikat (AS).

Menurut TB Hasanuddin, kerja sama tersebut tidak bisa dipandang sekadar proyek industri penerbangan biasa, melainkan memiliki dimensi strategis, pertahanan, hingga kedaulatan negara yang harus dikaji secara menyeluruh.

Baca selengkapnya di link berikut https://t.co/O98a2HDI1v
-
Selengkapnya kunjungi website dengan klik link di bio atau download aplikasi di AppStore dan Google Play Store.

#InilahNews #MRO #TBHasanuddin #BandaraKertajati #Majalengka   #Inilahcom #titiktengah #titikcerah",2026-05-21 11:30:20+00:00,2,0,2,0,442,0,in,False,,99,793
2044429035166691655,"KPK kalah lagi dipengadilan... kenapa coba?

Indra Iskandar Sekjen DPR lolos dari Status Tersangka KPK pada 15 April 2026, yang membuat status tersangkanya dalam kasus dugaan korupsi pengadaan sarana kelengkapan rumah jabatan anggota DPR RI tahun anggaran 2020 batal demi hukum. Hakim menilai penetapan tersangka tidak sah karena tidak sesuai prosedur.",2026-04-15 14:54:00+00:00,43,8,99,0,10888,5,in,False,,51,352
2062047735487119852,"Wakil Ketua Dewan Perwakilan Rakyat Republik Indonesia (DPR RI), Sufmi Dasco Ahmad, memberikan tanggapan terkait kabar penggeledahan kantor Badan Gizi Nasional (BGN) oleh Kejaksaan Agung (Kejagung). Pihaknya mengaku baru mengetahui informasi mengenai penggeledahan tersebut dan belum mendengar adanya isu penangkapan. 

#WakilKetuaDPRRI #SufmiDascoAhmad #BGN #MetroTV",2026-06-03 05:44:25+00:00,4,2,8,2,1688,0,in,False,,44,367
